"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa04115","Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","28/2150","42/3905",0.666666666666667,1.21085271317829,1.52046721075722,0.0850879993723782,0.471442031611539,0.440130718735083,"637/355/50484/51512/27244/3732/4616/8797/898/5054/900/55240/8795/1017/1026/4193/7057/64326/9538/1111/25898/8493/598/5728/54205/545/9134/6477",28
"hsa03060","Genetic Information Processing","Folding, sorting and degradation","hsa03060","Protein export","12/2150","16/3905",0.75,1.36220930232558,1.60670517893616,0.0855891783580472,0.471442031611539,0.440130718735083,"7095/11231/29927/6729/9789/60559/6726/6728/6730/6731/7485/6734",12
"hsa03272","Genetic Information Processing","Information processing in viruses","hsa03272","Virion - Hepatitis viruses","12/2150","16/3905",0.75,1.36220930232558,1.60670517893616,0.0855891783580472,0.471442031611539,0.440130718735083,"3920/9525/9071/1956/91782/10618/9069/10015/9798/1803/29082/57132",12
"hsa04722","Organismal Systems","Nervous system","hsa04722","Neurotrophin signaling pathway","51/2150","81/3905",0.62962962962963,1.14358311800172,1.4451819270133,0.0907035849242942,0.485711419955336,0.453452390810433,"5601/5291/387/998/6196/5663/2932/11213/4214/1399/5594/6655/9252/8767/3551/11108/10019/1432/6654/5906/10000/8503/2309/5290/5908/468/91860/5894/3845/3656/6272/4803/5879/5170/817/5295/5603/673/5580/10818/1398/5604/3667/6197/2885/5781/3654/4217/51135/801/4893",51
"hsa00640","Metabolism","Carbohydrate metabolism","hsa00640","Propanoate metabolism","10/2150","13/3905",0.769230769230769,1.39713774597496,1.58731090887785,0.0932446596239812,0.485711419955336,0.453452390810433,"32/594/3030/79611/84693/3939/8803/1629/4594/51",10
"hsa00790","Metabolism","Metabolism of cofactors and vitamins","hsa00790","Folate biosynthesis","10/2150","13/3905",0.769230769230769,1.39713774597496,1.58731090887785,0.0932446596239812,0.485711419955336,0.453452390810433,"55034/4337/7166/8836/5805/249/4338/10243/8644/57016",10
"hsa03018","Genetic Information Processing","Folding, sorting and degradation","hsa03018","RNA degradation","26/2150","39/3905",0.666666666666667,1.21085271317829,1.46459027633831,0.0953029546970393,0.485711419955336,0.453452390810433,"23517/26986/2023/4850/22894/22803/8761/4848/57472/54464/64282/23019/51691/23404/10200/87178/246175/10140/9337/219988/115752/170506/10766/131870/9652/29883",26
"hsa05230","Human Diseases","Cancer: overview","hsa05230","Central carbon metabolism in cancer","29/2150","44/3905",0.659090909090909,1.19709302325581,1.45506790956861,0.0954076003483696,0.485711419955336,0.453452390810433,"5291/57103/5594/3091/8140/6510/4233/5159/10000/6513/8503/5290/2322/5894/3845/3939/5156/4609/3417/5295/1956/3098/3099/2539/3101/5604/5728/2475/4893",29
"hsa00450","Metabolism","Metabolism of other amino acids","hsa00450","Selenocompound metabolism","8/2150","10/3905",0.8,1.45302325581395,1.58745835162354,0.0999084737463919,0.493683649224995,0.46089513618123,"1491/56267/883/22928/114112/7296/9060/92935",8
"hsa00970","Genetic Information Processing","Translation","hsa00970","Aminoacyl-tRNA biosynthesis","18/2150","26/3905",0.692307692307692,1.25742397137746,1.45750933264117,0.102715745643004,0.493683649224995,0.46089513618123,"3735/55699/16/123263/2617/5917/1615/10056/55157/55278/51520/8565/2058/7453/123283/3376/92935/283459",18
"hsa04216","Cellular Processes","Cell growth and death","hsa04216","Ferroptosis","18/2150","26/3905",0.692307692307692,1.25742397137746,1.45750933264117,0.102715745643004,0.493683649224995,0.46089513618123,"2729/2730/9474/2182/7037/3162/23516/4891/10162/55240/2181/6303/64116/81631/23657/2180/1536/51703",18
"hsa04270","Organismal Systems","Circulatory system","hsa04270","Vascular smooth muscle contraction","46/2150","73/3905",0.63013698630137,1.14450461930551,1.37932301916211,0.103135048941354,0.493683649224995,0.46089513618123,"5583/4659/2983/10203/387/6093/1906/3710/5594/10672/148/3709/81579/1907/5322/135/91860/5894/9826/9475/109/84647/91807/185/340156/2768/133/775/2977/2776/673/115/4880/5580/2982/255189/5604/147/5581/797/5592/5501/5320/23365/801/5500",46
"hsa05205","Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","75/2150","123/3905",0.609756097560976,1.10748723766307,1.34055386623972,0.105515587996044,0.493683649224995,0.46089513618123,"355/5291/4659/387/6093/998/7430/3710/5594/7078/6655/3091/7976/858/857/4233/6198/1655/867/1432/7474/6654/10000/8503/5290/3709/1026/2002/3791/5894/3845/10451/7482/9475/1514/4193/5879/7099/4609/7097/5962/7057/3685/2247/8826/5170/817/5295/1956/4478/3688/288/5603/673/22808/7484/3678/7855/8323/10818/6774/5604/5747/10855/2885/2066/5781/3059/5727/5501/23365/2475/4893/5500/3690",75
"hsa05231","Human Diseases","Cancer: overview","hsa05231","Choline metabolism in cancer","43/2150","68/3905",0.632352941176471,1.14852941176471,1.3674346859295,0.106069650411077,0.493683649224995,0.46089513618123,"5601/5291/1606/8611/23446/5337/5594/6655/3091/160851/6009/8395/6198/56994/8936/5159/6654/10000/8503/10434/5290/5894/10810/3845/5156/5879/1950/5170/5295/1956/10163/5130/8613/255189/5604/2353/6580/2885/6667/1978/6584/2475/4893",43
"hsa05160","Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","50/2150","80/3905",0.625,1.13517441860465,1.35194604030041,0.10725864998043,0.493683649224995,0.46089513618123,"8837/1870/637/355/8554/5291/7132/2932/27102/57506/5594/6655/3551/5516/1871/6654/10000/8503/5290/1017/1026/440275/10197/5894/3845/1965/9071/4609/8737/1950/5925/3454/5295/1956/9069/673/3716/7534/7529/6774/5604/7532/54205/2885/29110/9021/5465/4893/1147/5520",50
"hsa04010","Environmental Information Processing","Signal transduction","hsa04010","MAPK signaling pathway","103/2150","172/3905",0.598837209302326,1.08765548945376,1.30121757852877,0.110385730215045,0.498691609856102,0.46557048789824,"4293/8491/355/4254/5601/23118/6416/7132/2255/998/6196/4775/9175/8569/2122/8550/51776/4214/4616/1399/5594/6655/5494/9252/6789/2321/3551/6788/4233/5532/1326/5608/8649/9693/84867/1432/5924/5159/3554/6654/1386/5906/10000/1843/7010/5533/2322/3164/2069/2002/5908/3791/468/5894/3845/4803/5156/51347/5879/4609/5495/2250/2247/1950/5530/2252/9064/5921/2768/1956/774/93589/775/284/5922/5603/55799/673/22808/2005/57551/7039/7048/1849/783/1398/255189/5604/10746/2353/55970/4615/6197/2885/2066/5062/3654/4217/51135/777/4893/1147/5534",103
"hsa04922","Organismal Systems","Endocrine system","hsa04922","Glucagon signaling pathway","34/2150","53/3905",0.641509433962264,1.16516015796402,1.33978669058391,0.114329906827402,0.498691609856102,0.46557048789824,"1387/5256/32/3710/23411/2033/5836/55671/5106/51422/5532/10891/1374/2998/1386/10000/6513/1385/5533/3709/5105/468/91860/5562/3939/5530/817/2308/2776/90993/5571/5465/801/5534",34
"hsa04960","Organismal Systems","Excretory system","hsa04960","Aldosterone-regulated sodium reabsorption","16/2150","23/3905",0.695652173913043,1.26349848331648,1.40265171260593,0.115579937527552,0.498691609856102,0.46557048789824,"477/23327/5291/483/5594/6337/8503/6446/5290/3845/5170/481/5295/3758/476/3667",16
"hsa04920","Organismal Systems","Endocrine system","hsa04920","Adipocytokine signaling pathway","28/2150","43/3905",0.651162790697674,1.18269334775554,1.33317266736714,0.118583027921418,0.498691609856102,0.46557048789824,"79602/5601/7132/2182/32/5106/3551/51422/10891/1374/10000/6513/2181/5105/5562/948/2180/51094/6774/3667/5781/5571/9021/8660/5465/51703/2475/1147",28
"hsa01524","Human Diseases","Drug resistance: antineoplastic","hsa01524","Platinum drug resistance","25/2150","38/3905",0.657894736842105,1.19492044063648,1.33628062275392,0.119877753757245,0.498691609856102,0.46557048789824,"4257/5980/637/330/1244/355/5291/4292/5594/331/329/2956/10000/8503/5290/1026/7153/4193/1317/5170/5295/538/598/54205/4217",25
"hsa04610","Organismal Systems","Immune system","hsa04610","Complement and coagulation cascades","25/2150","38/3905",0.657894736842105,1.19492044063648,1.33628062275392,0.119877753757245,0.498691609856102,0.46557048789824,"7035/966/10544/5054/727/730/3827/4179/2162/718/11326/715/5345/3684/719/713/2/7056/716/2157/5104/1604/2153/1378/721",25
"hsa04972","Organismal Systems","Digestive system","hsa04972","Pancreatic secretion","25/2150","38/3905",0.657894736842105,1.19492044063648,1.33628062275392,0.119877753757245,0.498691609856102,0.46557048789824,"1080/952/477/6558/387/483/3710/8766/760/5906/3709/81579/5908/5322/5879/109/84647/481/7220/2776/115/476/488/5320/6262",25
"hsa00510","Metabolism","Glycan biosynthesis and metabolism","hsa00510","N-Glycan biosynthesis","22/2150","33/3905",0.666666666666667,1.21085271317829,1.346182880831,0.120220298804596,0.498691609856102,0.46557048789824,"11320/2683/79796/29929/23193/84061/4121/4124/6185/85365/29880/84920/201595/6184/4247/1798/144245/25834/4122/10905/10195/440138",22
"hsa04912","Organismal Systems","Endocrine system","hsa04912","GnRH signaling pathway","32/2150","50/3905",0.64,1.16241860465116,1.27921681698395,0.127511682895505,0.522486895766948,0.487785385145835,"5601/6416/998/5337/4214/3710/5594/6655/5608/1432/6654/2185/3709/2002/468/91860/5894/3845/109/817/1956/775/2776/5603/115/5580/255189/5604/10746/2885/801/4893",32
"hsa04148","Cellular Processes","Transport and catabolism","hsa04148","Efferocytosis","57/2150","93/3905",0.612903225806452,1.11320330082521,1.2228120019968,0.131661958099419,0.532992987004877,0.497593703406809,"240/23200/23250/4775/384/23411/1399/5594/3091/286410/3988/1374/24145/5869/1432/55754/6513/1385/6446/51552/5732/5468/84868/948/9392/5879/3586/7057/102/3685/89790/405/51454/5868/817/6868/10461/9844/5603/1849/19/840/1398/8754/5604/64805/5747/1901/286046/203859/713/488/5029/196527/5781/5087/3690",57
"hsa04924","Organismal Systems","Endocrine system","hsa04924","Renin secretion","23/2150","35/3905",0.657142857142857,1.19355481727575,1.2729697937453,0.134751443124854,0.533498353576611,0.498065505532049,"153/2983/2773/1906/3710/5532/1385/5533/3709/5732/1907/2770/91860/5530/185/775/2977/2776/2982/1508/154/801/5534",23
"hsa04980","Organismal Systems","Digestive system","hsa04980","Cobalamin transport and metabolism","9/2150","12/3905",0.75,1.36220930232558,1.39073247175504,0.134962381113131,0.533498353576611,0.498065505532049,"5052/4552/25974/4594/166785/7702/55788/27249/6948",9
"hsa04914","Organismal Systems","Endocrine system","hsa04914","Progesterone-mediated oocyte maturation","30/2150","47/3905",0.638297872340426,1.15932706580901,1.21616625692184,0.142365294480898,0.549824585581397,0.51330741385732,"996/5601/5291/2773/6196/5241/6790/51433/5594/1432/80315/10000/8503/5290/1017/2770/5894/3845/132864/109/5295/85417/64682/5603/673/115/245711/5604/246184/6197",30
"hsa05213","Human Diseases","Cancer: specific types","hsa05213","Endometrial cancer","30/2150","47/3905",0.638297872340426,1.15932706580901,1.21616625692184,0.142365294480898,0.549824585581397,0.51330741385732,"1495/5291/4292/2932/4616/5594/6655/6654/10000/8503/2309/5290/51426/1026/2002/5894/3845/324/4609/1950/5170/5295/1956/673/8313/5604/5728/2885/29119/4893",30
"hsa05163","Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","82/2150","137/3905",0.598540145985402,1.08711593956883,1.14878309363834,0.144132256163751,0.550323159897959,0.513772874842079,"1870/637/355/5733/5291/2773/7132/387/6093/4775/2932/2775/3710/1399/5594/6655/3551/6009/5532/6198/6347/5608/1432/1871/59345/3554/6654/1386/10000/8503/1385/10672/2185/5533/5290/3709/1026/5732/2002/2770/468/91860/5894/9826/3845/9475/5156/4193/5879/4609/8737/109/3685/5530/5925/5295/2768/1956/2776/5603/90993/3570/115/3716/1230/1398/6774/5604/5747/54205/55970/2885/29110/6667/1978/23365/801/2475/4893/1147/5534/3690",82
"hsa03320","Organismal Systems","Endocrine system","hsa03320","PPAR signaling pathway","24/2150","37/3905",0.648648648648649,1.17812696417348,1.20482194595498,0.149285199159352,0.557666357139175,0.520628366000859,"4199/2182/10580/5106/5360/1374/3157/6342/2181/5105/5468/3158/948/5170/123/2180/51/2171/51129/1581/5465/51703/2710/440503",24
"hsa00230","Metabolism","Nucleotide metabolism","hsa00230","Purine metabolism","41/2150","66/3905",0.621212121212121,1.12829457364341,1.16334030149443,0.149374917090851,0.557666357139175,0.520628366000859,"22875/159/50484/2983/5141/5151/5236/102157402/10846/5144/9615/10606/5471/50940/2766/109/122481/5631/50808/2977/221264/132/1633/2618/115/8833/2982/11164/6240/55276/10201/5198/5138/957/100/9583/955/131870/9060/4860/5150",41
"hsa04710","Organismal Systems","Environmental adaptation","hsa04710","Circadian rhythm","15/2150","22/3905",0.681818181818182,1.23837209302326,1.24084812561111,0.152337071282441,0.562475340119784,0.525117955374986,"26224/1407/8454/23291/51422/1385/5562/406/9575/6097/4783/8945/4862/5571/6096",15
"hsa04921","Organismal Systems","Endocrine system","hsa04921","Oxytocin signaling pathway","49/2150","80/3905",0.6125,1.11247093023256,1.12487725374673,0.155870773116665,0.563216826906408,0.525810195545456,"952/4659/2983/2773/387/6093/4775/2775/3710/5594/29904/51422/5532/5533/3709/1026/2002/2770/91860/5894/5562/3845/9475/109/5530/91807/23533/817/340156/1956/93589/775/2977/2776/55799/115/2982/783/255189/5604/2353/5571/3770/5501/6262/801/4893/5500/5534",49
"hsa04510","Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","76/2150","127/3905",0.598425196850394,1.08690715986083,1.10195031931747,0.155890371733024,0.563216826906408,0.525810195545456,"330/7414/5601/5291/3909/3918/4659/387/6093/998/1286/2932/3655/1399/5594/6655/394/284217/331/2321/858/857/4233/8395/329/5159/6654/5906/10000/8503/6696/5290/2002/5908/3791/1729/5894/10451/9475/2012/5156/3915/5879/7094/7057/22801/3685/1950/91807/5170/8515/3680/5295/340156/1956/3688/673/2909/3678/824/1293/1398/1285/5604/5747/5728/2885/5062/5501/1282/29780/3908/55742/5500/2013/3690",76
"hsa05412","Human Diseases","Cardiovascular disease","hsa05412","Arrhythmogenic right ventricular cardiomyopathy","28/2150","44/3905",0.636363636363636,1.15581395348837,1.15031917334628,0.159140026174252,0.564513840479191,0.527021066612778,"1495/1829/5318/3655/1832/284217/1824/1837/22801/3685/8515/3680/3688/93589/775/55799/3678/6443/783/6645/6444/1605/488/29119/3908/6262/1756/3690",28
"hsa05207","Human Diseases","Cancer: overview","hsa05207","Chemical carcinogenesis - receptor activation","57/2150","94/3905",0.606382978723404,1.10136071251856,1.10090458698699,0.159609567992628,0.564513840479191,0.527021066612778,"4257/23633/153/5291/2773/2255/6196/5241/5594/6655/331/3839/196/3837/6198/604/3836/6654/1386/10000/8503/1385/5290/2770/468/5894/3845/9314/4609/54852/109/2250/2247/1950/5925/2100/2252/405/5295/1956/774/775/90993/115/6774/5604/154/2353/6197/2885/3838/3840/5465/1978/2475/406886/4893",57
"hsa01523","Human Diseases","Drug resistance: antineoplastic","hsa01523","Antifolate resistance","10/2150","14/3905",0.714285714285714,1.29734219269103,1.23346126653395,0.16782902127657,0.587401574467996,0.548388687943179,"1244/4363/3551/8714/10257/8836/2618/6470/4524/1147",10
"hsa05222","Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","36/2150","58/3905",0.620689655172414,1.12734562951083,1.08136553140195,0.171583160034669,0.589525348543026,0.550371409354078,"1870/330/5291/3909/3918/5915/1286/3655/4616/284217/331/3551/898/329/1871/10000/8503/5290/51426/1017/1026/3915/4609/3685/5925/5295/3688/1285/5747/598/5728/54205/9134/1282/3908/1147",36
"hsa04215","Cellular Processes","Cell growth and death","hsa04215","Apoptosis - multiple species","13/2150","19/3905",0.684210526315789,1.24271725826193,1.17371224120753,0.173350391601496,0.589525348543026,0.550371409354078,"637/330/5601/7132/331/5414/329/57448/8678/840/598/54205/56616",13
"hsa04923","Organismal Systems","Endocrine system","hsa04923","Regulation of lipolysis in adipocytes","16/2150","24/3905",0.666666666666667,1.21085271317829,1.14669671212345,0.173699433052856,0.589525348543026,0.550371409354078,"51099/153/5733/5291/2773/10000/8503/5290/2770/109/5295/115/3667/154/5592/8660",16
"hsa00564","Metabolism","Lipid metabolism","hsa00564","Glycerophospholipid metabolism","40/2150","65/3905",0.615384615384615,1.11771019677996,1.05910916426565,0.175457260752197,0.589536396127381,0.550381723201628,"1606/8611/5337/54947/54675/8760/9663/160851/56994/10162/2820/8443/10434/9926/81579/5322/10390/23175/85465/84647/55500/129642/55224/51365/23171/55326/9791/142891/137964/56894/5130/8613/151056/166929/64850/255189/150763/128966744/5320/259230",40
"hsa05417","Human Diseases","Cardiovascular disease","hsa05417","Lipid and atherosclerosis","72/2150","121/3905",0.59504132231405,1.08076109936575,0.998745688517515,0.182624651071574,0.605992216207183,0.565744612875127,"6401/637/355/5601/5291/23118/6416/7132/387/998/4775/2932/338/5594/7494/57534/3551/8797/5532/6347/5608/1432/5906/10000/8503/22926/8795/5533/5290/5908/468/91860/3929/5468/3845/1965/10451/9475/948/5879/10010/7099/7097/1558/5530/5170/5451/817/5295/7436/114609/3606/5603/19/1536/840/6774/5747/2353/598/54205/4615/10333/29110/3654/4217/30001/51135/801/4893/1147/5534",72
"hsa00310","Metabolism","Amino acid metabolism","hsa00310","Lysine degradation","20/2150","31/3905",0.645161290322581,1.17179294823706,1.06277650718094,0.189525235810212,0.605992216207183,0.565744612875127,"55904/10157/58508/3030/2122/6839/2146/150572/55870/7799/39/63976/9869/79823/80854/54904/5352/64324/8085/29072",20
"hsa04261","Organismal Systems","Circulatory system","hsa04261","Adrenergic signaling in cardiomyocytes","53/2150","88/3905",0.602272727272727,1.09389534883721,0.985961393411701,0.190322818132624,0.605992216207183,0.565744612875127,"477/153/2773/5525/483/5523/5527/10411/11069/55012/5594/9252/5516/1432/11149/5528/1386/10000/1385/148/64091/2770/468/91860/64208/5502/109/23533/481/185/817/93589/775/5529/2776/5603/55799/90993/115/476/783/7171/154/147/488/6331/5501/4624/5350/6262/801/5500/5520",53
"hsa05133","Human Diseases","Infectious disease: bacterial","hsa05133","Pertussis","27/2150","43/3905",0.627906976744186,1.14045429962142,1.02494062082666,0.192361231996993,0.605992216207183,0.565744612875127,"5601/2773/387/5594/727/1432/718/2770/91860/3586/7099/3688/114609/5603/715/3678/1073/840/3684/2353/4615/713/716/3654/51135/801/721",27
"hsa05210","Human Diseases","Cancer: specific types","hsa05210","Colorectal cancer","38/2150","62/3905",0.612903225806452,1.11320330082521,0.994386722858065,0.193667692737876,0.605992216207183,0.565744612875127,"5601/5291/387/4292/2932/4616/5594/6655/6198/6654/2956/10000/8503/5290/51426/1026/2069/5894/3845/324/5879/4609/1950/4089/5899/5295/1956/673/7039/7048/4088/8313/5604/2353/54205/2885/2475/4893",38
"hsa05215","Human Diseases","Cancer: specific types","hsa05215","Prostate cancer","42/2150","69/3905",0.608695652173913,1.10556117290192,0.979095438503437,0.196060004621902,0.605992216207183,0.565744612875127,"1387/1870/5291/2932/5594/2033/6655/3551/898/1871/5159/7850/6654/10000/8503/1385/5290/1017/1026/468/5894/3845/5156/4193/1950/5925/5170/5295/1956/2308/2078/90993/673/7039/4824/5604/5728/9134/2885/2475/4893/1147",42
"hsa03020","Genetic Information Processing","Transcription","hsa03020","RNA polymerase","14/2150","21/3905",0.666666666666667,1.21085271317829,1.07222222378667,0.197896299567118,0.605992216207183,0.565744612875127,"55703/5431/55718/25885/221830/10622/10849/84172/5433/5440/11128/661/9533/27297",14
"hsa03440","Genetic Information Processing","Replication and repair","hsa03440","Homologous recombination","14/2150","21/3905",0.666666666666667,1.21085271317829,1.07222222378667,0.197896299567118,0.605992216207183,0.565744612875127,"4361/10714/79728/51720/5932/4683/10111/580/675/84142/11073/79184/7516/641",14
"hsa04973","Organismal Systems","Digestive system","hsa04973","Carbohydrate digestion and absorption","14/2150","21/3905",0.666666666666667,1.21085271317829,1.07222222378667,0.197896299567118,0.605992216207183,0.565744612875127,"477/5291/483/6523/10000/8503/5290/2542/481/5295/3098/3099/3101/476",14
"hsa04136","Cellular Processes","Transport and catabolism","hsa04136","Autophagy - other","11/2150","16/3905",0.6875,1.24869186046512,1.10315913369172,0.198390308877351,0.605992216207183,0.565744612875127,"9474/55102/5289/55054/115201/5516/8678/23710/9140/30849/2475",11
"hsa04666","Organismal Systems","Immune system","hsa04666","Fc gamma R-mediated phagocytosis","35/2150","57/3905",0.614035087719298,1.11525907792738,0.970131510790771,0.202025488472604,0.611536613754909,0.570920773492992,"5291/8611/998/5337/1785/55616/1399/5594/653857/8395/6198/8936/10096/10000/8503/5290/5894/10810/10451/5879/10097/2212/5295/2209/50807/10163/8613/5580/1073/3636/1398/255189/5604/5581/2214",35
"hsa05218","Human Diseases","Cancer: specific types","hsa05218","Melanoma","29/2150","47/3905",0.617021276595745,1.12068283028204,0.921189285910672,0.220284062458817,0.645669494471922,0.602786683435566,"1870/5291/2255/4616/5594/4233/1871/5159/10000/8503/5290/51426/1026/5894/3845/5156/4193/2250/2247/1950/5925/2252/5295/1956/673/5604/5728/4286/4893",29
"hsa01250","Metabolism","Global and overview maps","hsa01250","Biosynthesis of nucleotide sugars","15/2150","23/3905",0.652173913043478,1.1845298281092,0.982286790293866,0.221256697072859,0.645669494471922,0.602786683435566,"5236/64841/7358/55907/6675/9945/3098/2585/3099/10020/3101/55276/7360/140838/8790",15
"hsa05014","Human Diseases","Neurodegenerative disease","hsa05014","Amyotrophic lateral sclerosis","95/2150","163/3905",0.582822085889571,1.05856755599943,0.845346163772403,0.222481352774378,0.645669494471922,0.602786683435566,"57679/637/9821/23279/55706/55102/7132/55746/113457/5289/25978/81929/10762/3710/5714/7494/5706/5684/5687/55916/5713/10382/5683/23064/5532/4927/5717/5608/4928/57122/1432/9631/10213/22926/348995/5533/3181/10133/9217/9972/8678/8021/468/4698/51164/1965/29979/3178/5879/10010/4686/79139/5861/53371/5530/9818/81631/5868/203228/10280/112714/5903/23165/5603/5701/129401/84516/84790/3800/3799/598/54205/5707/5708/140775/79861/2066/29110/5071/127602/30849/5718/4217/7278/4541/4519/4536/4540/2475/4535/6311/2878/4539/5534/4509",95
"hsa04620","Organismal Systems","Immune system","hsa04620","Toll-like receptor signaling pathway","33/2150","54/3905",0.611111111111111,1.10994832041344,0.900397528127356,0.223525019774265,0.645669494471922,0.602786683435566,"5601/5291/23118/6416/5594/51311/3551/1326/5608/1432/10000/8503/6696/5290/3929/5879/7099/8737/7097/3454/5295/114609/5603/3716/5604/2353/4615/7096/10333/29110/3654/51135/1147",33
"hsa03420","Genetic Information Processing","Replication and repair","hsa03420","Nucleotide excision repair","22/2150","35/3905",0.628571428571429,1.14166112956811,0.931675798237206,0.224267521576738,0.645669494471922,0.602786683435566,"5981/5431/1161/10714/5427/2965/2967/5985/5887/5111/5983/902/8451/5433/2966/728340/5440/54107/8450/57654/2072/5426",22
"hsa04915","Organismal Systems","Endocrine system","hsa04915","Estrogen signaling pathway","41/2150","68/3905",0.602941176470588,1.09510943912449,0.875624191013111,0.22644502975986,0.645669494471922,0.602786683435566,"5291/2773/5241/8648/2775/2289/3710/5594/6655/3875/6654/1386/10000/8503/1385/5290/3709/8202/2770/468/91860/5894/3845/109/2100/10499/5295/1956/9166/2776/90993/115/7039/5580/5604/2353/2885/6667/9687/801/4893",41
"hsa00563","Metabolism","Glycan biosynthesis and metabolism","hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","12/2150","18/3905",0.666666666666667,1.21085271317829,0.992301733451927,0.226752977225258,0.645669494471922,0.602786683435566,"94005/5283/9487/5279/10026/93183/54965/5277/84720/54872/80055/23556",12
"hsa04981","Organismal Systems","Digestive system","hsa04981","Folate transport and metabolism","9/2150","13/3905",0.692307692307692,1.25742397137746,1.02889207111497,0.228827254463718,0.646100483191675,0.603189047591226,"1244/4522/4363/8714/10257/23743/635/6470/4524",9
"hsa05226","Human Diseases","Cancer: specific types","hsa05226","Gastric cancer","51/2150","86/3905",0.593023255813954,1.07709572742023,0.800092650306335,0.24560671658274,0.686919769878301,0.641297278896409,"1870/1495/5291/2255/4292/5915/2932/5243/4616/5594/6655/7976/898/4233/6198/1871/1452/7474/6654/10000/8503/5290/51426/1017/1026/5894/3845/7482/324/4609/2250/2247/1950/5925/2252/4089/5295/1956/673/7484/7855/7048/8323/4088/8313/5604/9134/2885/29119/2475/4893",51
"hsa05214","Human Diseases","Cancer: specific types","hsa05214","Glioma","31/2150","51/3905",0.607843137254902,1.10401276789786,0.827468481833381,0.247372893319269,0.686919769878301,0.641297278896409,"1870/5291/4616/5594/6655/1871/5159/6654/10000/8503/5290/51426/1026/91860/5894/3845/5156/4193/1950/5925/817/5295/1956/673/7039/5604/5728/2885/801/2475/4893",31
"hsa04730","Organismal Systems","Nervous system","hsa04730","Long-term depression","20/2150","32/3905",0.625,1.13517441860465,0.849730730986388,0.25236851767489,0.68837189728524,0.642652961751258,"2983/2773/2775/3710/5594/5516/10672/3709/2770/5894/3845/2768/2977/2776/673/2982/255189/5604/5592/4893",20
"hsa00900","Metabolism","Metabolism of terpenoids and polyketides","hsa00900","Terpenoid backbone biosynthesis","13/2150","20/3905",0.65,1.18058139534884,0.896041377041691,0.253098933370795,0.68837189728524,0.642652961751258,"3422/10269/3157/3156/51449/23463/39/3158/23590/9453/116150/57107/2339",13
"hsa04015","Environmental Information Processing","Signal transduction","hsa04015","Rap1 signaling pathway","69/2150","118/3905",0.584745762711864,1.06206148994876,0.757619462779836,0.25404200971241,0.68837189728524,0.642652961751258,"889/4254/5291/2773/387/2255/998/10411/2775/11069/1399/5594/2321/4233/5608/9693/1432/5159/23683/5906/57568/10000/8503/1268/7010/5290/84612/5908/2770/3791/135/9732/91860/4301/5894/3845/10451/4803/5156/5879/7094/7057/109/2250/2247/1950/2252/5899/5295/1956/56288/3688/284/2776/5603/673/22808/115/5584/1398/5604/3684/2357/23566/57121/1902/801/4893/3690",69
"hsa00052","Metabolism","Carbohydrate metabolism","hsa00052","Galactose metabolism","10/2150","15/3905",0.666666666666667,1.21085271317829,0.905494041124377,0.261808000539052,0.693305899929561,0.647259267478099,"5236/2683/2717/3098/3099/3101/55276/7360/57016/2595",10
"hsa04927","Organismal Systems","Endocrine system","hsa04927","Cortisol synthesis and secretion","17/2150","27/3905",0.62962962962963,1.14358311800172,0.828546589234066,0.264575995467312,0.693305899929561,0.647259267478099,"5151/3710/1386/1385/3709/3164/468/109/185/57552/775/2776/90993/115/3777/6667/5087",17
"hsa04210","Cellular Processes","Cell growth and death","hsa04210","Apoptosis","49/2150","83/3905",0.590361445783133,1.07226113757355,0.736434410490086,0.266834997094963,0.693305899929561,0.647259267478099,"8837/637/330/355/5601/5291/7132/113457/3710/4616/5594/331/143/3551/8797/835/5414/1075/329/4001/10000/8503/8795/5290/3709/468/5894/3845/1965/4803/1514/8737/5170/5295/112714/824/1508/840/84790/5604/2353/598/54205/79861/56616/4217/7278/4893/1147",49
"hsa04934","Human Diseases","Endocrine and metabolic disease","hsa04934","Cushing syndrome","49/2150","83/3905",0.590361445783133,1.07226113757355,0.736434410490086,0.266834997094963,0.693305899929561,0.647259267478099,"1870/2773/5151/2932/3710/5594/7976/898/1395/196/1871/7474/1386/5906/5929/1385/3709/3164/1017/1026/5908/2770/468/50940/7482/324/109/9101/5925/405/185/57552/817/1956/775/2776/90993/673/7484/115/7855/8323/8085/8313/5604/3777/9134/6667/5087",49
"hsa03430","Genetic Information Processing","Replication and repair","hsa03430","Mismatch repair","7/2150","10/3905",0.7,1.27139534883721,0.951008160341204,0.266975683419508,0.693305899929561,0.647259267478099,"5981/4292/10714/5985/2956/5111/5983",7
